Sample #,Station #,Cast #,Niskin #,Month,Day,Year,Time UTC,Latitude,Longitude,Bottle trip Flag,Depth,Pressure,Temp_1,Temp_1_Flag,Temp_2,Temp_2_Flag,Sal_1,Sal_1_Flag,Sal_2,Sal_2_Flag,CTD_o2_sat,CTD_o2_sat_Flag,CTD_o2_conc,CTD_o2_conc_Flag,OXYGEN,OXYGEN_FLAG_W,DIC_AOML,DIC_AOML_FLAG,ALKALI,ALKALI_FLAG,PH_TOT,PH_TOT_TEMP,PH_TOT_FLAG_W,Silicate,Silicate_FLAG,NO2,NO2_FLAG,NO3,NO3_FLAG,NO2+NO3,NO2+NO3_FLAG,PO4,PO4_FLAG,DIC_UDEL,DIC_UDEL_FLAG_W,PN,PN_FLAG,POC,POC_FLAG,DOC,DOC_Flag,CDOM (@443nm),CDOM_FLAG,HPLC_chl_a,HPLC_chl_a_flag,NPP,NPP,NPP_flag,NPP_PC,NPP_PC,NPP_PC_flag,NPP_PN,NPP_PN,NPP_PN_flag
,,,,mm,dd,yyyy,hr:mn:ss,deg,deg,,m,db,C,,C,,psu,,psu,,%sat,,umol/kg,,UMOL/KG,,UMOL/KG,,UMOL/KG,,,°C,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,mg/m^3,,mg/m^3,,umol/L,,1/m,,mg/m^3,,umol C l-1 d-1,Stdev,,umol C/l,Stdev,,umol N/l,Stdev,
1385,81,1,4,7,10,2015,12:12:54,38.21866,-73.98516,2,49.35,49.729,8.364,2,8.2987,2,33.9783,2,33.9643,2,85.864,2,246.193,2,239.5,4,2112.34,2,2267.68,2,7.758495994,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2116.05,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1386,81,1,5,7,10,2015,12:12:58,38.21866,-73.98516,2,49.214,49.592,8.2648,2,8.273,2,33.9591,2,33.9702,2,85.191,2,244.837,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1387,81,1,6,7,10,2015,12:14:36,38.21848,-73.98482,2,44.673,45.016,6.5405,2,6.5357,2,33.5445,2,33.5443,2,87.092,2,261.06,2,250.2,3,2110.58,2,2243.74,2,7.720269972,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2113.97,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1388,81,1,7,7,10,2015,12:14:50,38.21848,-73.98482,2,45.051,45.396,6.5327,2,6.5283,2,33.5388,2,33.5379,2,86.906,2,260.561,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1389,81,1,8,7,10,2015,12:16:20,38.21832,-73.98466,2,37.76,38.049,6.0974,2,6.091,2,33.4231,2,33.4246,2,85.93,2,260.463,2,252.6,4,2109.28,2,2238.17,2,7.705643278,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2112.85,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1390,81,1,9,7,10,2015,12:16:27,38.21832,-73.98466,2,37.887,38.177,6.068,2,6.0587,2,33.4191,2,33.4199,2,85.617,2,259.7,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.4958008,2,88.13946343,2,935.969444,2,0.074482041,2,0.725,2,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1391,81,1,10,7,10,2015,12:16:35,38.21832,-73.98448,2,37.764,38.053,6.0469,2,6.0451,2,33.415,2,33.4173,2,85.539,2,259.599,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.404,0.073,2,6.912,1.190,2,0.862,0.239,2
1392,81,1,19,7,10,2015,12:16:41,38.21832,-73.98448,2,37.716,38.004,6.0494,2,6.0415,2,33.4143,2,33.4152,2,85.62,2,259.83,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1393,81,1,11,7,10,2015,12:18:15,38.21782,-73.984,2,29.255,29.478,5.686,2,5.6956,2,33.3023,2,33.3088,2,86.459,2,264.832,2,270.5,2,2093.20,2,2227.77,2,7.722799421,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2103.17,2,29.81799481,2,147.8068866,2,980.0300714,2,0.079967071,2,1.533,2,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1394,81,1,12,7,10,2015,12:18:22,38.21782,-73.984,2,29.319,29.543,5.7024,2,5.7186,2,33.3073,2,33.3143,2,86.773,2,265.684,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1395,81,1,13,7,10,2015,12:18:31,38.21782,-73.98382,2,29.246,29.469,5.7035,2,5.7105,2,33.3092,2,33.3143,2,86.439,2,264.649,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.115,0.146,2,11.584,1.040,2,1.810,0.328,2
1396,81,1,21,7,10,2015,12:18:39,38.21782,-73.98382,2,29.026,29.248,5.6995,2,5.703,2,33.3092,2,33.3124,2,86.408,2,264.579,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1397,81,1,14,7,10,2015,12:20:30,38.21766,-73.98332,2,24.457,24.643,6.7135,2,6.7369,2,33.2478,2,33.2502,2,106.377,2,318.295,2,312.4,2,2036.82,2,2231.03,2,7.87235026,25,6,-999,9,-999,9,-999,9,-999,9,-999,9,2048.69,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1398,81,1,15,7,10,2015,12:20:44,38.21766,-73.98321,2,23.924,24.106,7.0557,2,7.0783,2,33.2563,2,33.2612,2,107.103,2,317.948,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1399,81,1,16,7,10,2015,12:24:12,38.21716,-73.98216,2,15.78,15.9,23.0488,2,23.0562,2,35.5904,2,35.5892,2,108.458,2,230.914,2,229.4,2,2037.34,2,2339.14,2,8.039641539,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2045.79,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1400,81,1,17,7,10,2015,12:24:52,38.21716,-73.982,2,15.814,15.934,22.773,2,22.768,2,35.5797,2,35.5817,2,109.702,2,234.689,2,259.4,4,2037.17,2,2341.65,2,8.043063368,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2047.99,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1401,81,1,18,7,10,2015,12:26:17,38.217,-73.98166,2,12.75,12.846,23.8674,2,23.8457,2,35.4586,2,35.4794,2,93.718,2,196.93,2,216.4,3,2015.82,2,2300.43,2,8.028251711,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2018.01,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1402,81,1,20,7,10,2015,12:26:38,38.21682,-73.9815,2,12.741,12.838,23.5636,2,23.6079,2,35.5484,2,35.5815,2,95.878,2,202.395,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1403,81,1,22,7,10,2015,12:27:53,38.21666,-73.98116,2,2.338,2.356,24.5257,2,24.5237,2,33.5125,2,33.5085,2,93.672,2,197.122,2,213.7,3,1978.17,6,2238.86,2,7.998819701,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,1978.11,2,19.9536276,2,69.9474936,2,1130.717417,6,0.034434526,2,0.139,2,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1404,81,1,23,7,10,2015,12:28:11,38.21666,-73.98116,2,1.817,1.831,24.5298,2,24.527,2,33.5134,2,33.5128,2,93.109,2,195.922,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1405,81,1,24,7,10,2015,12:28:28,38.21666,-73.98116,2,2.333,2.351,24.5196,2,24.5212,2,33.5334,2,33.5316,2,93.087,2,195.884,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.666,0.027,2,5.769,0.234,2,0.789,0.103,2
1406,82,1,1,7,10,2015,14:26:44,38.28832,-74.10866,2,54.983,55.406,7.4866,2,7.4833,2,33.7255,2,33.728,2,87.492,2,256.315,2,250.9,2,2106.75,2,2251.78,2,7.749585408,25,2,3.8,2,0.2,2,2.13,2,2.37,2,0.74,2,2105.57,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1407,82,1,2,7,10,2015,14:26:52,38.28832,-74.10853,2,54.838,55.26,7.4956,2,7.4908,2,33.7272,2,33.7291,2,87.567,2,256.482,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1408,82,1,3,7,10,2015,14:28:47,38.28816,-74.108,2,41.295,41.612,7.4271,2,7.4253,2,33.7112,2,33.7134,2,87.631,2,257.097,2,250.3,4,2105.54,2,2251.03,2,7.748967349,25,2,3.5,2,0.2,2,1.99,2,2.22,2,0.73,2,2111.61,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1409,82,1,4,7,10,2015,14:28:56,38.28817,-74.10802,2,41.236,41.552,7.4336,2,7.4303,2,33.7129,2,33.7144,2,87.676,2,257.187,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1410,82,1,5,7,10,2015,14:30:31,38.28808,-74.10776,2,34.21,34.472,7.2381,2,7.2414,2,33.5972,2,33.5982,2,95.814,2,282.549,2,277.7,2,2081.70,2,2247.01,2,7.79844241,25,2,1.5,2,0.1,2,0.71,2,0.79,2,0.59,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1411,82,1,6,7,10,2015,14:30:38,38.28806,-74.10776,2,34.365,34.628,7.2302,2,7.2288,2,33.5969,2,33.5988,2,95.868,2,282.759,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1412,82,1,7,7,10,2015,14:31:58,38.28795,-74.1075,2,29.854,30.083,7.3965,2,7.3694,2,33.5316,2,33.5262,2,103.699,2,304.85,2,292.1,4,2066.08,2,2245.57,2,7.832207068,25,2,0.7,2,0.0,2,0.16,2,0.16,2,0.38,2,2077.92,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1413,82,1,8,7,10,2015,14:32:06,38.28792,-74.10747,2,30.227,30.458,7.5556,2,7.5819,2,33.5571,2,33.5698,2,103.976,2,304.509,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1414,82,1,9,7,10,2015,14:33:25,38.28798,-74.10716,2,23.786,23.968,9.5762,2,9.5598,2,33.6414,2,33.636,2,112.515,2,314.888,2,308.2,6,2037.80,2,2244.41,2,7.893650499,25,2,0.0,2,0.0,2,0.00,2,0.00,2,0.26,2,2043.27,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1415,82,1,10,7,10,2015,14:33:31,38.28782,-74.10716,2,23.621,23.801,9.4628,2,9.494,2,33.6055,2,33.6223,2,112.419,2,315.479,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1416,82,1,11,7,10,2015,14:35:22,38.28772,-74.10708,2,14.459,14.569,15.1947,2,15.1976,2,33.9108,2,33.9133,2,115.251,2,286.638,2,287.7,2,2018.34,2,2259.59,2,7.953733448,25,2,0.0,2,0.0,2,0.00,2,0.00,2,0.15,2,2029.39,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1417,82,1,12,7,10,2015,14:35:28,38.2877,-74.1071,2,14.452,14.562,15.2039,2,15.2132,2,33.9071,2,33.926,2,115.285,2,286.678,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1418,82,1,13,7,10,2015,14:37:24,38.28749,-74.10698,2,9.67,9.743,22.6456,2,22.8851,2,34.9943,2,34.9789,2,110.466,2,237.753,2,232.6,2,2027.14,2,2316.56,2,8.024944238,25,2,0.0,2,0.0,2,0.00,2,0.00,2,0.12,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1419,82,1,14,7,10,2015,14:37:32,38.28748,-74.10697,2,10.161,10.238,22.0355,2,22.2308,2,34.8748,2,34.9031,2,108.45,2,236.093,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1420,82,1,15,7,10,2015,14:38:38,38.28748,-74.10682,2,2.903,2.926,24.8947,2,24.8953,2,32.9303,2,32.9296,2,102.608,2,215.394,2,212.3,2,1953.47,6,2207.6,2,7.999388464,25,2,0.0,2,0.0,2,0.00,2,0.00,2,0.08,2,1960.59,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1421,82,1,16,7,10,2015,14:38:47,38.28746,-74.10674,2,2.7,2.72,24.8943,2,24.8947,2,32.9252,2,32.926,2,102.877,2,215.97,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1422,83,1,1,7,10,2015,16:54:05,38.3217,-74.23474,2,44.711,45.054,7.171,2,7.1698,2,33.5762,2,33.5786,2,89.65,2,264.816,2,256.9,4,7.47,4,2240.75,6,7.745405899,25,3,3.4,2,0.1,2,1.24,2,1.36,2,0.54,2,2090.42,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1423,83,1,2,7,10,2015,16:54:13,38.32173,-74.23474,2,44.669,45.012,7.1759,2,7.1728,2,33.5779,2,33.5803,2,89.279,2,263.686,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1424,83,1,3,7,10,2015,16:56:20,38.32215,-74.23483,2,29.959,30.188,7.0112,2,7.0096,2,33.4632,2,33.4658,2,94.688,2,280.949,2,274.1,4,2084.36,2,2238.35,2,7.775973474,25,2,2.6,2,0.1,2,0.63,2,0.69,2,0.48,2,2035.67,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1425,83,1,4,7,10,2015,16:56:25,38.32213,-74.23486,2,29.892,30.121,7.0127,2,7.0136,2,33.4633,2,33.4656,2,94.371,2,279.999,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,61.66426603,2,283.7427354,2,965.9306706,2,0.073459332,2,1.439,2,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1426,83,1,5,7,10,2015,16:57:51,38.32232,-74.23496,2,24.584,24.772,9.5439,2,9.6077,2,33.513,2,33.5124,2,115.046,2,322.497,2,307.7,3,2043.51,2,2239.2,2,7.883838352,25,2,0.0,2,0.0,2,0.07,2,0.08,2,0.36,2,2071.33,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1427,83,1,6,7,10,2015,16:58:00,38.32233,-74.23499,2,24.569,24.756,9.5215,2,9.4834,2,33.5113,2,33.5235,2,114.719,2,321.74,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1428,83,1,7,7,10,2015,16:59:55,38.32267,-74.23498,2,14.357,14.466,17.0858,2,17.0796,2,34.027,2,34.0287,2,115.178,2,275.96,2,275.6,6,2017.51,2,2264.08,2,7.968966699,25,2,0.0,2,0.0,2,0.00,2,0.00,2,0.14,2,2019.97,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1429,83,1,8,7,10,2015,17:00:06,38.32272,-74.23496,2,14.304,14.413,17.2419,2,17.2561,2,33.9503,2,33.946,2,114.863,2,274.535,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,25.37539098,2,136.9748237,2,1014.397361,2,0.048361032,2,0.294,2,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1430,83,1,9,7,10,2015,17:01:29,38.32298,-74.23502,2,7.172,7.226,22.7546,2,23.1976,2,32.9451,2,32.8164,2,105.16,2,228.956,2,229.5,2,1953.56,2,2198.47,2,7.996242863,25,2,0.0,2,0.0,2,0.00,2,0.00,2,0.11,2,1944.46,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1431,83,1,10,7,10,2015,17:01:33,38.32298,-74.23502,2,7.118,7.172,22.7234,2,22.8063,2,32.9512,2,32.9189,2,106.202,2,231.352,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1432,83,1,11,7,10,2015,17:02:33,38.32304,-74.23504,2,2.596,2.615,24.3717,2,24.3717,2,32.3832,2,32.3843,2,104.289,2,221.651,2,217.9,2,1927.20,6,2182.28,2,8.004835952,25,2,0.0,2,0.0,2,0.00,2,0.00,2,0.21,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1433,83,1,12,7,10,2015,17:02:41,38.32312,-74.23501,2,2.452,2.47,24.3842,2,24.3824,2,32.3838,2,32.385,2,104.21,2,221.434,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,14.72995725,6,113.0268924,6,1312.247202,6,0.058558357,2,0.194,2,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1434,84,1,1,7,10,2015,19:04:10,38.44832,-74.3445,2,31.622,31.864,8.406,2,8.4101,2,33.4138,2,33.4219,2,82.15,2,236.292,2,232.2,2,2105.62,2,2234.43,2,7.710329496,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2095.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1435,84,1,2,7,10,2015,19:04:19,38.44832,-74.3445,2,31.367,31.606,8.2784,2,8.2676,2,33.428,2,33.4338,2,81.507,2,235.086,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1436,84,1,3,7,10,2015,19:06:06,38.44866,-74.34432,2,24.544,24.732,8.2192,2,8.2157,2,33.3994,2,33.4022,2,80.801,2,233.406,2,228.3,2,2107.99,2,2231.12,2,7.706062232,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2099.29,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1437,84,1,4,7,10,2015,19:06:12,38.44866,-74.34432,2,24.864,25.054,8.2166,2,8.2169,2,33.4013,2,33.4034,2,80.581,2,232.781,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1438,84,1,5,7,10,2015,19:07:32,38.44882,-74.34432,2,21.455,21.619,8.2315,2,8.2426,2,33.3396,2,33.3378,2,84.06,2,242.859,2,254.6,3,2082.41,2,2231.56,2,7.771176567,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2071.16,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1439,84,1,6,7,10,2015,19:07:38,38.44882,-74.34416,2,21.258,21.42,8.3326,2,8.3429,2,33.3228,2,33.3258,2,83.659,2,241.184,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.063,0.055,2,10.352,0.704,2,1.074,0.058,2
1440,84,1,7,7,10,2015,19:07:45,38.44882,-74.34416,2,21.402,21.565,8.2825,2,8.2891,2,33.3249,2,33.3316,2,83.297,2,240.408,2,225.6,4,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,55.67807368,2,322.5839667,2,1087.538002,2,0.09921464,2,1.889,2,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1441,84,1,8,7,10,2015,19:10:33,38.44932,-74.344,2,13.036,13.135,20.4127,2,20.3851,2,33.863,2,33.8616,2,113.284,2,255.521,2,-999,-999,2009.21,2,2250.24,2,7.964346117,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2007.23,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1442,84,1,9,7,10,2015,19:10:41,38.44932,-74.344,2,13.24,13.34,19.4845,2,19.5062,2,33.8068,2,33.7955,2,110.577,2,253.736,2,235.7,4,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.395,0.292,2,11.781,0.412,2,1.865,0.104,2
1443,84,1,10,7,10,2015,19:10:49,38.44932,-74.344,2,13.259,13.359,19.3544,2,19.3074,2,33.7744,2,33.758,2,111.414,2,256.318,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,23.29389258,2,120.2595618,2,1126.311354,2,0.060412533,2,0.373,2,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1444,84,1,11,7,10,2015,19:12:27,38.44966,-74.34366,2,7.102,7.156,22.4852,2,22.2045,2,33.0878,2,33.2846,2,105.925,2,231.495,2,223.7,4,1968.62,2,2203.67,2,7.993000287,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,1954.59,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1445,84,1,12,7,10,2015,19:12:32,38.44966,-74.34366,2,7.219,7.273,22.0798,2,22.1694,2,33.34,2,33.281,2,109.28,2,240.123,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1446,84,1,13,7,10,2015,19:13:48,38.44982,-74.3435,2,2.291,2.308,24.3299,2,24.3311,2,31.9556,2,31.9559,2,104.868,2,223.656,2,-999,-999,1907.41,6,2158.79,2,8.01352682,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,1898.94,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1447,84,1,14,7,10,2015,19:13:57,38.44982,-74.3435,2,2.349,2.367,24.333,2,24.3324,2,31.9558,2,31.9568,2,104.838,2,223.579,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,4.737,-999.000,9,26.577,1.764,9,3.801,0.307,9
1448,84,1,15,7,10,2015,19:14:03,38.44982,-74.3435,2,2.326,2.344,24.325,2,24.3294,2,31.9572,2,31.9574,2,105.315,2,224.626,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,19.55401966,2,174.4084161,2,1403.893307,6,0.079700029,2,0.282,2,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1449,85,1,1,7,10,2015,21:42:37,38.52048,-74.45802,2,33.409,33.665,7.9762,2,7.9733,2,33.2962,2,33.2999,2,80.634,2,234.369,2,233.4,2,2096.58,2,2228.11,6,7.712385952,25,6,2.9,2,0.0,2,0.25,2,0.28,2,0.56,2,2099.62,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
