Sample #,Station #,Cast #,Niskin #,Month,Day,Year,Time UTC,Latitude,Longitude,Bottle trip Flag,Depth,Pressure,Temp_1,Temp_1_Flag,Temp_2,Temp_2_Flag,Sal_1,Sal_1_Flag,Sal_2,Sal_2_Flag,CTD_o2_sat,CTD_o2_sat_Flag,CTD_o2_conc,CTD_o2_conc_Flag,OXYGEN,OXYGEN_FLAG_W,DIC_AOML,DIC_AOML_FLAG,ALKALI,ALKALI_FLAG,PH_TOT,PH_TOT_TEMP,PH_TOT_FLAG_W,Silicate,Silicate_FLAG,NO2,NO2_FLAG,NO3,NO3_FLAG,NO2+NO3,NO2+NO3_FLAG,PO4,PO4_FLAG,DIC_UDEL,DIC_UDEL_FLAG_W,PN,PN_FLAG,POC,POC_FLAG,DOC,DOC_Flag,CDOM (@443nm),CDOM_FLAG,HPLC_chl_a,HPLC_chl_a_flag,NPP,NPP,NPP_flag,NPP_PC,NPP_PC,NPP_PC_flag,NPP_PN,NPP_PN,NPP_PN_flag
,,,,mm,dd,yyyy,hr:mn:ss,deg,deg,,m,db,C,,C,,psu,,psu,,%sat,,umol/kg,,UMOL/KG,,UMOL/KG,,UMOL/KG,,,°C,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,mg/m^3,,mg/m^3,,umol/L,,1/m,,mg/m^3,,umol C l-1 d-1,Stdev,,umol C/l,Stdev,,umol N/l,Stdev,
1320,77,1,11,7,9,2015,19:23:52,36.91316,-74.54982,2,89.846,90.534,14.1601,2,14.1599,2,35.7229,2,35.7234,2,71.942,2,180.346,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.004,0.172,2,2.501,0.125,2,0.215,0.006,2
1321,77,1,12,7,9,2015,19:24:01,36.91316,-74.54982,2,90.662,91.357,14.1725,2,14.17,2,35.7402,2,35.7377,2,71.387,2,178.889,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.004,0.172,2,2.501,0.125,2,0.215,0.006,2
1322,77,1,13,7,9,2015,19:27:02,36.91276,-74.55032,2,45.203,45.545,13.6311,2,13.6516,2,34.9471,2,34.9417,2,100.187,2,255.202,2,246.4,3,2094.09,2,2309.11,2,7.88477854,25,2,0.3,2,0.2,2,1.71,2,1.88,2,0.34,2,-999,9,26.189866,2,126.4151218,2,938.6130816,2,0.054716611,2,1.442,2,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1323,77,1,14,7,9,2015,19:27:12,36.91266,-74.55032,2,44.317,44.652,14.3381,2,14.3064,2,35.0562,2,35.0517,2,101.264,2,254.127,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,7.044,0.481,2,24.673,2.813,2,3.588,0.510,2
1324,77,1,15,7,9,2015,19:27:22,36.91266,-74.55032,2,44.304,44.638,14.3166,2,14.3272,2,35.0597,2,35.0633,2,101.228,2,254.14,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,7.044,0.481,2,24.673,2.813,2,3.588,0.510,2
1325,77,1,16,7,9,2015,19:29:53,36.91232,-74.551,2,25.005,25.192,20.2236,2,20.2244,2,35.9794,2,35.9797,2,112.816,2,251.758,2,247.6,2,2057.68,2,2362.81,2,8.039052976,25,2,0.0,2,0.0,2,0.22,2,0.22,2,0.07,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1326,77,1,17,7,9,2015,19:30:08,36.91232,-74.551,2,24.957,25.144,20.2164,2,20.2263,2,35.9772,2,35.9794,2,112.098,2,250.193,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.56259717,2,110.6270108,2,951.8312698,2,0.03870627,2,0.427,2,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1327,77,1,18,7,9,2015,19:31:32,36.91216,-74.55116,2,2.699,2.72,25.251,2,25.2944,2,33.5708,2,33.4914,2,103.817,2,215.744,2,212.0,2,1994.90,6,2248.92,2,7.986253332,25,2,0.0,2,0.0,2,0.00,2,0.00,2,0.08,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1328,77,1,20,7,9,2015,19:31:51,36.91216,-74.55132,2,2.756,2.776,25.3375,2,25.3507,2,33.4959,2,33.4887,2,103.749,2,215.393,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.124,0.043,2,6.910,0.537,2,0.876,0.033,2
1329,77,1,22,7,9,2015,19:32:07,36.91216,-74.55132,2,3.076,3.098,25.3697,2,25.3607,2,33.4947,2,33.4916,2,103.816,2,215.418,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.124,0.043,2,6.910,0.537,2,0.876,0.033,2
1330,77,1,24,7,9,2015,19:32:15,36.91216,-74.55132,2,3.294,3.319,25.3233,2,25.3239,2,33.6986,2,33.6763,2,103.954,2,215.589,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1115.296198,6,0.026363706,2,0.152,2,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1331,78,1,1,7,10,2015,5:46:16,38.011,-73.6545,2,355.633,358.625,8.2663,2,8.2646,2,35.1267,2,35.1283,2,52.557,2,149.766,2,-999,-999,2193.98,2,2312.51,6,7.661298866,25,6,12.9,2,0.0,2,21.27,2,21.27,2,1.44,2,2196.76,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1332,78,1,2,7,10,2015,5:46:29,38.0111,-73.65466,2,354.388,357.369,8.2818,2,8.2822,2,35.127,2,35.1286,2,52.495,2,149.536,2,144.5,2,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1333,78,1,3,7,10,2015,5:49:19,38.01166,-73.65516,2,290.979,293.381,9.2456,2,9.2459,2,35.1954,2,35.1972,2,49.605,2,138.271,2,136.8,2,2195.15,2,2316.64,2,7.666489052,25,2,13.5,2,0.0,2,23.59,2,23.59,2,1.57,2,2187.68,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1334,78,1,4,7,10,2015,5:49:32,38.01166,-73.65516,2,291.049,293.452,9.2793,2,9.2758,2,35.2009,2,35.2018,2,49.817,2,138.754,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1335,78,1,5,7,10,2015,5:53:35,38.01216,-73.65616,2,180.532,181.973,10.9989,2,11.0004,2,35.4152,2,35.4157,2,55.924,2,149.896,2,147.8,2,2181.59,2,2324.6,2,7.723517064,25,2,9.8,2,0.0,2,19.72,2,19.73,2,1.27,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1336,78,1,6,7,10,2015,5:53:44,38.01216,-73.65616,2,181.407,182.856,10.9636,2,10.9622,2,35.4105,2,35.4104,2,55.516,2,148.921,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1337,78,1,7,7,10,2015,5:55:46,38.01232,-73.65666,2,147.46,148.625,11.2521,2,11.2526,2,35.4108,2,35.4115,2,49.448,2,131.839,2,129.6,2,2188.45,2,2326.77,2,7.704473009,25,2,8.9,2,0.0,2,18.70,2,18.70,2,1.23,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1338,78,1,8,7,10,2015,5:55:54,38.01232,-73.65666,2,148.097,149.268,11.2369,2,11.2366,2,35.4089,2,35.4095,2,49.43,2,131.835,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1339,78,1,9,7,10,2015,5:58:37,38.01266,-73.65716,2,78.988,79.599,14.4602,2,14.4593,2,35.5895,2,35.5895,2,74.321,2,185.375,2,183.1,2,2133.64,2,2336.46,2,7.850423388,25,2,2.3,2,0.1,2,8.15,2,8.22,2,0.63,2,2131.15,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1340,78,1,10,7,10,2015,5:58:44,38.01266,-73.65716,2,78.949,79.56,14.4684,2,14.4692,2,35.5916,2,35.5921,2,74.125,2,184.853,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1341,78,1,11,7,10,2015,6:00:31,38.013,-73.65766,2,62.713,63.196,16.1201,2,16.1245,2,35.7802,2,35.7811,2,78.921,2,190.321,2,187.7,6,2127.13,2,2352.47,2,7.888958776,25,2,1.5,2,0.4,3,5.84,2,6.28,2,0.48,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1342,78,1,12,7,10,2015,6:00:37,38.013,-73.65766,2,62.734,63.216,16.0697,2,16.073,2,35.7725,2,35.7728,2,78.96,2,190.61,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1343,78,1,13,7,10,2015,6:02:00,38.01332,-73.65798,2,38.485,38.779,20.5992,2,20.6,2,35.9457,2,35.9488,2,105.296,2,233.455,2,226.3,4,2067.97,2,2365.98,2,8.01940848,25,2,0.0,2,0.0,2,0.59,2,0.61,2,0.10,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1344,78,1,14,7,10,2015,6:02:07,38.01332,-73.65798,2,39.118,39.416,20.4287,2,20.4344,2,35.9211,2,35.923,2,104.913,2,233.353,2,229.3,2,2067.40,6,2363.79,2,8.018688464,25,2,0.0,2,0.0,2,0.13,2,0.13,2,0.10,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1345,79,1,1,7,10,2015,7:53:00,38.08348,-73.76449,2,567.428,572.501,6.2133,2,6.2123,2,35.0588,2,35.0605,2,67.742,2,202.322,2,204.2,2,2183.15,2,2309.7,6,7.683740843,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2172.46,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1346,79,1,2,7,10,2015,7:53:07,38.08347,-73.76448,2,567.584,572.659,6.2135,2,6.2121,2,35.0587,2,35.0604,2,67.757,2,202.364,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1347,79,1,3,7,10,2015,7:58:23,38.08418,-73.76448,2,454.718,458.658,7.7606,2,7.7642,2,35.1173,2,35.118,2,57.224,2,164.924,2,162.8,2,2181.37,2,2312.43,2,7.668286791,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2187.03,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1348,79,1,4,7,10,2015,7:58:31,38.08419,-73.76448,2,455.16,459.104,7.7782,2,7.7772,2,35.1175,2,35.1182,2,56.934,2,164.024,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1349,79,1,5,7,10,2015,8:06:15,38.0855,-73.76482,2,297.735,300.199,10.6629,2,10.6523,2,35.3899,2,35.3898,2,58.157,2,157.024,2,155.8,2,2179.99,2,2324.46,2,7.724792718,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2174.82,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1350,79,1,6,7,10,2015,8:06:23,38.08552,-73.7648,2,297.655,300.119,10.611,2,10.6104,2,35.3857,2,35.3855,2,58.273,2,157.515,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1351,79,1,7,7,10,2015,8:10:49,38.08602,-73.76529,2,185.588,187.073,12.3611,2,12.3609,2,35.6389,2,35.6393,2,73.329,2,190.749,2,190.1,6,2157.76,2,2335.3,2,7.804767179,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2155.01,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1352,79,1,8,7,10,2015,8:10:57,38.08615,-73.76531,2,184.806,186.285,12.3664,2,12.3664,2,35.6382,2,35.6386,2,73.381,2,190.864,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1353,79,1,9,7,10,2015,8:13:49,38.08647,-73.76547,2,123.972,124.945,12.5637,2,12.5645,2,35.6388,2,35.6398,2,69.421,2,179.835,2,175.5,2,2163.44,2,2338.18,2,7.797014562,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2159.44,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1354,79,1,10,7,10,2015,8:13:55,38.08648,-73.7655,2,124.323,125.3,12.5654,2,12.5653,2,35.639,2,35.6397,2,69.235,2,179.345,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1355,79,1,11,7,10,2015,8:16:29,38.08666,-73.76566,2,71.558,72.111,15.0426,2,15.0431,2,35.9922,2,35.9925,2,63.639,2,156.484,2,154.7,2,2156.08,2,2356.45,2,7.832713989,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1356,79,1,12,7,10,2015,8:16:38,38.08667,-73.76566,2,71.299,71.849,15.043,2,15.0433,2,35.9924,2,35.993,2,63.37,2,155.821,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1357,79,1,13,7,10,2015,8:18:42,38.0868,-73.76564,2,35.698,35.971,15.8573,2,15.8627,2,35.752,2,35.7558,2,78.573,2,190.482,2,188.5,2,2126.03,2,2353.55,2,7.887846358,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2128.58,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1358,79,1,14,7,10,2015,8:18:49,38.08682,-73.76566,2,36.361,36.639,15.8733,2,15.8872,2,35.7594,2,35.7615,2,78.827,2,191.029,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1359,79,1,15,7,10,2015,8:21:06,38.08696,-73.76552,2,3.323,3.348,25.2932,2,25.2968,2,34.2931,2,34.2945,2,102.546,2,211.964,2,208.2,2,1999.93,6,2278.39,2,8.016958934,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,1997.99,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1360,79,1,16,7,10,2015,8:21:13,38.087,-73.7655,2,2.969,2.992,25.294,2,25.29,2,34.2958,2,34.2972,2,102.46,2,211.779,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1361,80,1,1,7,10,2015,10:00:27,38.15266,-73.87348,2,172.035,173.408,13.1461,2,13.1468,2,35.5343,2,35.5355,2,71.699,2,183.677,2,179.3,2,2147.87,2,2336.17,6,7.818900635,25,6,4.2,2,0.1,2,11.17,2,11.22,2,0.75,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1362,80,1,2,7,10,2015,10:00:31,38.15266,-73.87344,2,171.905,173.276,13.1513,2,13.1492,2,35.5351,2,35.5362,2,71.657,2,183.551,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1363,80,1,3,7,10,2015,10:02:36,38.1525,-73.87282,2,118.922,119.855,13.4211,2,13.4215,2,35.5865,2,35.5872,2,71.363,2,181.737,2,177.5,2,2149.13,2,2335.92,2,7.822425759,25,2,3.9,2,0.0,2,11.01,2,11.04,2,0.71,2,2150.49,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1364,80,1,4,7,10,2015,10:02:44,38.1525,-73.87282,2,119.239,120.174,13.4315,2,13.4457,2,35.587,2,35.5918,2,71.087,2,180.996,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1365,80,1,5,7,10,2015,10:04:56,38.15232,-73.87216,2,80.876,81.503,14.2501,2,14.2561,2,35.6825,2,35.6824,2,69.39,2,173.686,2,171.4,2,2145.28,2,2341.67,2,7.833163316,25,2,3.2,2,0.0,2,10.74,2,10.76,2,0.70,2,2143.69,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1366,80,1,6,7,10,2015,10:05:04,38.15232,-73.87216,2,81.175,81.804,14.2295,2,14.2282,2,35.6833,2,35.6838,2,69.395,2,173.77,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1367,80,1,7,7,10,2015,10:07:40,38.15216,-73.8715,2,54.447,54.865,14.8021,2,14.8409,2,35.7077,2,35.7174,2,72.618,2,179.76,2,180.1,2,2137.02,2,2340.84,2,7.85025478,25,2,1.3,2,0.0,2,5.98,2,6.02,2,0.44,2,2129.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1368,80,1,8,7,10,2015,10:07:47,38.152,-73.8715,2,54.864,55.286,14.9482,2,14.9499,2,35.7494,2,35.7496,2,72.199,2,178.16,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1369,80,1,9,7,10,2015,10:07:59,38.152,-73.8715,2,54.425,54.843,14.8837,2,14.8854,2,35.7317,2,35.7329,2,72.413,2,178.937,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,10.605,0.348,2,27.159,1.058,2,3.793,0.133,2
1370,80,1,10,7,10,2015,10:08:07,38.152,-73.8715,2,54.826,55.248,14.8958,2,14.882,2,35.7366,2,35.7328,2,72.289,2,178.582,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,10.605,0.348,2,27.159,1.058,2,3.793,0.133,2
1371,80,1,11,7,10,2015,10:09:54,38.15182,-73.87082,2,34.216,34.477,17.7486,2,17.7964,2,35.8639,2,35.8597,2,97.629,2,228.155,2,223.5,2,2094.49,2,2356.43,2,7.966163465,25,2,0.0,2,0.1,2,1.21,2,1.29,2,0.21,2,2096.06,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1372,80,1,12,7,10,2015,10:10:00,38.15182,-73.87082,2,34.454,34.717,17.6059,2,17.6123,2,35.8421,2,35.8365,2,97.912,2,229.458,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1373,80,1,13,7,10,2015,10:10:06,38.15182,-73.87082,2,34.474,34.737,17.7532,2,17.7713,2,35.8675,2,35.8563,2,98.862,2,231.01,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,7.366,0.283,2,3.787,0.356,2,0.387,0.006,2
1374,80,1,14,7,10,2015,10:10:14,38.15182,-73.87082,2,34.551,34.815,17.5646,2,17.5803,2,35.8384,2,35.8424,2,97.752,2,229.265,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,7.366,0.283,2,3.787,0.356,2,0.387,0.006,2
1375,80,1,15,7,10,2015,10:11:49,38.15166,-73.8705,2,18.684,18.826,21.7435,2,21.7444,2,36.156,2,36.1566,2,104.242,2,226.177,2,224.2,6,2072.15,2,-999,9,8.030610236,25,2,0.0,2,0.0,2,0.14,2,0.14,2,0.09,2,2073.77,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1376,80,1,16,7,10,2015,10:11:57,38.15166,-73.87036,2,19.387,19.535,21.725,2,21.7246,2,36.1657,2,36.1659,2,104.756,2,227.353,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1377,80,1,17,7,10,2015,10:12:43,38.1515,-73.87016,2,15.359,15.475,22.6491,2,22.5168,2,36.0723,2,36.0866,2,105.628,2,225.73,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1378,80,1,18,7,10,2015,10:13:31,38.15132,-73.87,2,2.704,2.724,25.0797,2,25.0866,2,33.9139,2,33.9084,2,102.287,2,212.702,2,-999.0,5,1991.73,6,2256.61,2,8.007276009,25,2,0.0,2,0.0,2,0.02,2,0.02,2,0.08,2,1996.86,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1379,80,1,20,7,10,2015,10:13:54,38.15132,-73.86982,2,2.638,2.658,25.0872,2,25.0878,2,33.9097,2,33.9103,2,102.288,2,212.683,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1380,80,1,22,7,10,2015,10:14:05,38.15132,-73.86966,2,3.189,3.214,25.0866,2,25.0871,2,33.9129,2,33.9121,2,101.794,2,211.654,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.958,0.023,2,5.712,0.201,2,0.787,0.059,2
1381,80,1,24,7,10,2015,10:14:14,38.15132,-73.86966,2,2.367,2.384,25.0818,2,25.0813,2,33.9124,2,33.9141,2,102.273,2,212.669,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.958,0.023,2,5.712,0.201,2,0.787,0.059,2
1382,81,1,1,7,10,2015,12:09:37,38.21916,-73.98582,2,64.297,64.794,11.8851,2,11.8836,2,35.1109,2,35.1121,2,77.93,2,205.486,2,196.3,4,2132.54,2,2316.45,2,7.815929343,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2132.54,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1383,81,1,2,7,10,2015,12:09:44,38.21916,-73.98582,2,64.17,64.666,11.8872,2,11.8881,2,35.1113,2,35.1124,2,77.773,2,205.064,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
1384,81,1,3,7,10,2015,12:10:58,38.219,-73.98548,2,56.112,56.544,11.5475,2,11.5461,2,34.9908,2,34.9916,2,79.565,2,211.459,2,202.4,3,2129.64,2,2316.07,2,7.816682398,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,2127.56,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
