Sample ID,EXPOCODE,Cruise name,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,YEAR DAY,LATITUDE,LONGITUDE,BOTDEPTH,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,Theta ( C),SigmaTheta,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRIT,NITRIT_FLAG_W,NITRAT,NITRAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,TN_RSMAS,TN_RSMAS_FLAG_W,PHSPHT,PHSPHT_FLAG,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,fCO2,fCO2_FLAG_W,PH_TOT,PH_TOT_FLAG_W,CO3,CO3_FLAG_W,Carbonate,TOC,TOC_FLAG_W,DOC,ag355,ag380,ag412,ag443,S_ag,DOC_ag_FLAG_W,Sample ID,CDOM_355 nm ,CDOM_380 nm,CDOM_412 nm,CDOM_443 nm,CDOM_S 300-600,CDOM_null,CDOM_FLAG_W,[Tot_Chl_a],[Tot_Chl_b],[Tot_Chl_c],[Alpha_beta_Car],[But fuco],[Hex fuco],[Allo],[Diadino],[Diato],[Fuco],[Perid],[Zea],[MV_Chl_a],[DV_Chl_a],[Chlide_a],[MV_Chl _b],[DV_Chl_b],[Chl c12],[Chl_c3],[Lut],[Neo],[Viola],[Phytin_a],[Phide_a],[Pras],Pigments_FLAG_W
,,,,,,,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,,,,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UATM@20 C,,@ 25 C,,UMOL/KG,,R-Ratio,UMOL/KG,,umol/L,1/m,1/m,1/m,1/m,slope,2,,(1/meter),(1/meter),(1/meter),(1/meter),,,,(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),(mg/m3),
110,33RO20120721,RB1203,GOMECC-2,0,1,10,10,2,"July 22, 2012",19:30,204.813,25.188,-84.64,1786,496.2,500,8.981,35.06,2,8.926,27.1775,35.061,2,116.80,2,119.76,3,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,2203.22,2,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,110,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
111,33RO20120721,RB1203,GOMECC-2,0,1,11,11,2,"July 22, 2012",19:30,204.813,25.188,-84.64,1786,496.4,500.2,8.979,35.06,2,8.924,27.1778,35.061,2,116.80,2,119.41,3,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,111,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
112,33RO20120721,RB1203,GOMECC-2,0,1,12,12,2,"July 22, 2012",19:30,204.813,25.188,-84.64,1786,496.1,499.9,8.978,35.06,2,8.923,27.1779,35.062,2,116.60,2,120.77,3,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,112,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
113,33RO20120721,RB1203,GOMECC-2,0,1,13,13,2,"July 22, 2012",19:30,204.813,25.188,-84.64,1786,248.3,250,13.695,35.744,2,13.659,26.8347,35.747,2,126.10,2,128.54,3,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,2177.12,2,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,113,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
114,33RO20120721,RB1203,GOMECC-2,0,1,14,14,2,"July 22, 2012",19:30,204.813,25.188,-84.64,1786,248.6,250.4,13.683,35.742,2,13.647,26.8357,35.747,2,125.90,2,129.34,3,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,2176.41,2,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,114,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
115,33RO20120721,RB1203,GOMECC-2,0,1,15,15,2,"July 22, 2012",19:30,204.813,25.188,-84.64,1786,248.6,250.4,13.683,35.743,2,13.647,26.8364,35.746,2,126.10,2,128.69,3,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,115,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
116,33RO20120721,RB1203,GOMECC-2,0,1,16,16,3,"July 22, 2012",19:30,204.813,25.188,-84.64,1786,248.3,250.1,13.685,35.743,2,13.649,26.8360,36.415,2,126.30,2,210.08,3,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,116,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
117,33RO20120721,RB1203,GOMECC-2,0,1,17,17,2,"July 22, 2012",19:30,204.813,25.188,-84.64,1786,248.5,250.3,13.686,35.743,2,13.650,26.8358,35.747,2,126.00,2,129.08,3,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,117,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
118,33RO20120721,RB1203,GOMECC-2,0,1,18,18,2,"July 22, 2012",19:30,204.813,25.188,-84.64,1786,248.5,250.2,13.674,35.741,2,13.638,26.8367,35.747,2,126.00,2,128.97,3,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,118,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
119,33RO20120721,RB1203,GOMECC-2,0,1,19,19,2,"July 22, 2012",19:30,204.813,25.188,-84.64,1786,4.5,4.6,29,36.094,2,28.999,22.8884,-999,9,193.70,2,197.89,3,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,2010.16,2,2360.47,2,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,119,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
120,33RO20120721,RB1203,GOMECC-2,0,1,20,20,2,"July 22, 2012",19:30,204.813,25.188,-84.64,1786,4.4,4.5,29.008,36.096,2,29.007,22.8872,36.100,2,193.40,2,198.87,3,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,120,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
121,33RO20120721,RB1203,GOMECC-2,0,1,21,21,2,"July 22, 2012",19:30,204.813,25.188,-84.64,1786,4.7,4.8,29.01,36.097,2,29.009,22.8873,36.101,2,193.40,2,198.03,3,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,121,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
122,33RO20120721,RB1203,GOMECC-2,0,1,22,22,2,"July 22, 2012",19:30,204.813,25.188,-84.64,1786,4.5,4.5,29.022,36.096,2,29.021,22.8825,36.104,2,193.60,2,197.75,3,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,2010.87,2,-999.00,9,281.90,2,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,122,0.063761,0.037543,0.019347,0.010150,0.023942,-0.000163,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
123,33RO20120721,RB1203,GOMECC-2,0,1,23,23,2,"July 22, 2012",19:30,204.813,25.188,-84.64,1786,4.7,4.8,29.007,36.096,2,29.006,22.8876,36.100,2,193.90,2,198.15,3,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,280.52,2,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,123,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
124,33RO20120721,RB1203,GOMECC-2,0,1,24,24,2,"July 22, 2012",19:30,204.813,25.188,-84.64,1786,4.7,4.7,29.044,36.097,2,29.043,22.8759,36.100,2,193.50,2,197.92,3,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,124,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
1101,33RO20120721,RB1203,GOMECC-2,1,1,1,1,2,"July 24, 2012",0:30,206.021,27.582,-89.998,1263,1243.1,1253,4.508,34.956,2,4.405,27.7079,34.933,2,198.12,2,176.44,6,27.88,2,0.00,2,26.81,2,26.81,2,-999,9,2.01,2,2203.79,2,2316.77,3,909.53,2,7.6501,2,92.5,2,0.5332,-999,9,508.1,0.065,0.043,0.025,0.018,0.021,2,1101,0.108125,0.078643,0.052884,0.039213,0.016565,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
1102,33RO20120721,RB1203,GOMECC-2,1,1,2,2,2,"July 24, 2012",0:30,206.021,27.582,-89.998,1263,990.8,998,5.101,34.931,2,5.017,27.6188,34.930,2,175.25,2,174.49,2,28.05,2,0.00,2,26.40,2,26.40,2,-999,9,1.91,2,2202.92,2,2316.67,3,922.25,2,7.6533,2,89.8,3,0.5369,-999,9,-999,-999,-999,-999,-999,-999,9,1102,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
1103,33RO20120721,RB1203,GOMECC-2,1,1,3,3,2,"July 24, 2012",0:30,206.021,27.582,-89.998,1263,843.2,849,5.687,34.915,2,5.612,27.5345,34.913,2,157.82,2,157.70,2,27.81,2,0.00,2,27.93,2,27.93,2,-999,9,2.02,2,2207.52,2,2312.26,3,-999,9,7.6328,2,87.8,2,0.5397,-999,9,-999,-999,-999,-999,-999,-999,9,1103,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
1104,33RO20120721,RB1203,GOMECC-2,1,1,4,4,2,"July 24, 2012",0:30,206.021,27.582,-89.998,1263,694.2,698,6.522,34.905,2,6.457,27.4182,34.903,2,139.45,2,139.75,2,27.77,2,0.00,2,29.59,2,29.59,2,-999,9,2.10,2,2209.69,2,2324.77,2,1021.72,2,7.6083,2,83.7,2,0.5461,-999,9,-999,-999,-999,-999,-999,-999,9,1104,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
1105,33RO20120721,RB1203,GOMECC-2,1,1,5,5,2,"July 24, 2012",0:30,206.021,27.582,-89.998,1263,545.5,548,7.847,34.961,2,7.791,27.2747,34.954,2,123.74,2,122.90,2,25.90,2,0.00,2,29.84,2,29.84,2,-999,9,1.98,2,2209.41,2,2323.07,2,-999,9,7.6053,3,83.1,2,0.5479,-999,9,-999,-999,-999,-999,-999,-999,9,1105,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
1106,33RO20120721,RB1203,GOMECC-2,1,1,6,6,2,"July 24, 2012",0:30,206.021,27.582,-89.998,1263,396.7,398,10.138,35.237,2,10.091,27.1219,35.237,2,112.46,2,110.81,2,21.84,2,0.00,2,27.09,2,27.09,2,-999,9,1.89,2,2202.10,2,2329.51,2,942.38,2,7.6476,2,90.7,2,0.5396,-999,9,-999,-999,-999,-999,-999,-999,9,1106,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
1107,33RO20120721,RB1203,GOMECC-2,1,1,7,7,2,"July 24, 2012",0:30,206.021,27.582,-89.998,1263,297.9,298,12.337,35.543,2,12.297,26.9540,35.536,2,124.44,2,123.71,3,9.48,2,0.00,2,21.87,2,21.87,2,-999,9,1.42,2,2185.94,2,2336.21,2,784.52,2,7.7184,2,105.6,2,0.5231,-999,9,-999,-999,-999,-999,-999,-999,9,1107,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
1108,33RO20120721,RB1203,GOMECC-2,1,1,8,8,2,"July 24, 2012",0:30,206.021,27.582,-89.998,1263,247.8,248,13.55,35.726,2,13.515,26.8508,35.735,2,127.79,2,127.18,2,7.74,2,0.00,2,19.26,2,19.26,2,-999,9,1.31,2,2162.66,2,2342.56,2,-999,9,7.7567,2,113.1,2,0.5163,-999,9,-999,-999,-999,-999,-999,-999,9,1108,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
1109,33RO20120721,RB1203,GOMECC-2,1,1,9,9,4,"July 24, 2012",0:30,206.021,27.582,-89.998,1263,198.3,198,15.535,36.062,2,15.504,26.6791,-999,9,135.95,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,1109,-999,-999,-999,-999,-999,-999,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2
1110,33RO20120721,RB1203,GOMECC-2,1,1,10,10,2,"July 24, 2012",0:30,206.021,27.582,-89.998,1263,198.6,198,15.535,36.062,2,15.504,26.6791,-999,9,135.95,2,139.80,2,5.33,2,0.00,2,14.91,2,14.91,2,-999,9,0.98,2,2165.22,2,2360.36,2,608.19,2,7.8222,2,129.4,2,0.5026,-999,9,-999,-999,-999,-999,-999,-999,9,1110,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
1111,33RO20120721,RB1203,GOMECC-2,1,1,11,11,2,"July 24, 2012",0:30,206.021,27.582,-89.998,1263,148.5,148,17.276,36.351,2,17.251,26.4921,36.319,2,140.84,2,153.58,2,3.52,2,0.00,2,11.14,2,11.14,2,-999,9,0.78,2,2150.33,2,2368.18,2,517.14,2,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,1111,-999,-999,-999,-999,-999,-999,9,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2
1112,33RO20120721,RB1203,GOMECC-2,1,1,12,12,2,"July 24, 2012",0:30,206.021,27.582,-89.998,1263,148.5,148,17.276,36.351,2,17.251,26.4921,-999,9,140.84,2,153.97,2,-999.00,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999.00,9,-999.00,9,-999.00,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,9,1112,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
1113,33RO20120721,RB1203,GOMECC-2,1,1,13,13,2,"July 24, 2012",0:30,206.021,27.582,-89.998,1263,125.8,125,18.281,36.395,2,18.259,26.2773,36.386,2,124.16,2,125.16,2,4.15,2,0.00,2,12.58,2,12.58,2,-999,9,0.72,2,2166.01,2,2378.79,2,559.28,3,7.852,2,138.6,2,0.4978,-999,9,-999,-999,-999,-999,-999,-999,9,1113,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
1114,33RO20120721,RB1203,GOMECC-2,1,1,14,14,2,"July 24, 2012",0:30,206.021,27.582,-89.998,1263,89.2,88,20.984,36.491,2,20.967,25.6399,36.500,2,187.04,2,182.53,2,0.00,2,0.18,2,1.33,2,1.51,2,-999,9,0.12,2,2116.42,2,2398.33,2,389.40,2,7.9922,3,180.5,2,0.4676,-999,9,-999,-999,-999,-999,-999,-999,9,1114,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
